FreqDailyobsdate,SOFRINDEX,SOFR30DAYAVG,SOFR90DAYAVG,SOFR180DAYAVG
2018-12-14,1.01402389,2.243290000000000000,2.182020000000000000,2.06054000000000000
2018-12-17,1.01421064,2.239610000000000000,2.190170000000000000,2.06581000000000000
2018-12-18,1.01427572,2.241290000000000000,2.194300000000000000,2.06828000000000000
2018-12-19,1.01434108,2.243290000000000000,2.198770000000000000,2.07081000000000000
2018-12-20,1.01440589,2.245300000000000000,2.203020000000000000,2.07294000000000000
2018-12-21,1.01447380,2.252310000000000000,2.208490000000000000,2.07569000000000000
2018-12-24,1.01467669,2.272680000000000000,2.224240000000000000,2.08394000000000000
2018-12-25,#N/A,#N/A,#N/A,#N/A
2018-12-26,1.01481255,2.284700000000000000,2.235080000000000000,2.08950000000000000
2018-12-27,1.01488133,2.292710000000000000,2.238210000000000000,2.09129000000000000
2018-12-28,1.01495011,2.301060000000000000,2.240330000000000000,2.09309000000000000
2018-12-31,1.01515818,2.323430000000000000,2.247700000000000000,2.09994000000000000
2019-01-01,#N/A,#N/A,#N/A,#N/A
2019-01-02,1.01532737,2.371520000000000000,2.265580000000000000,2.11133000000000000
2019-01-03,1.01541621,2.402240000000000000,2.276410000000000000,2.11818000000000000
2019-01-04,1.01549237,2.416610000000000000,2.282450000000000000,2.12250000000000000
2019-01-07,1.01569970,2.431300000000000000,2.292170000000000000,2.13171000000000000
2019-01-08,1.01576769,2.434970000000000000,2.295080000000000000,2.13463000000000000
2019-01-09,1.01583598,2.438980000000000000,2.298100000000000000,2.13755000000000000
2019-01-10,1.01590511,2.446660000000000000,2.301220000000000000,2.14064000000000000
2019-01-11,1.01597368,2.454680000000000000,2.304020000000000000,2.14361000000000000
2019-01-14,1.01617773,2.475050000000000000,2.311390000000000000,2.15181000000000000
2019-01-15,1.01624547,2.481400000000000000,2.313850000000000000,2.15462000000000000
2019-01-16,1.01631491,2.489750000000000000,2.316980000000000000,2.15776000000000000
2019-01-17,1.01638351,2.493750000000000000,2.319660000000000000,2.16085000000000000
2019-01-18,1.01645156,2.496760000000000000,2.322120000000000000,2.16383000000000000
2019-01-21,#N/A,#N/A,#N/A,#N/A
2019-01-22,1.01672487,2.502420000000000000,2.332730000000000000,2.17595000000000000
2019-01-23,1.01679293,2.502760000000000000,2.335300000000000000,2.17881000000000000
2019-01-24,1.01686072,2.502430000000000000,2.337650000000000000,2.18174000000000000
2019-01-25,1.01692879,2.502430000000000000,2.340110000000000000,2.18471000000000000
2019-01-28,1.01713218,2.497750000000000000,2.347260000000000000,2.19319000000000000
2019-01-29,1.01719970,2.495410000000000000,2.349600000000000000,2.19605000000000000
2019-01-30,1.01726752,2.493410000000000000,2.351610000000000000,2.19881000000000000
2019-01-31,1.01733505,2.473040000000000000,2.353510000000000000,2.20178000000000000
2019-02-01,1.01740796,2.459020000000000000,2.357210000000000000,2.20583000000000000
2019-02-04,1.01761738,2.429290000000000000,2.364690000000000000,2.21605000000000000
2019-02-05,1.01768522,2.427620000000000000,2.366700000000000000,2.21897000000000000
2019-02-06,1.01775307,2.425950000000000000,2.369160000000000000,2.22172000000000000
2019-02-07,1.01782035,2.424950000000000000,2.371060000000000000,2.22442000000000000
2019-02-08,1.01788764,2.423610000000000000,2.373080000000000000,2.22711000000000000
2019-02-11,1.01808867,2.417600000000000000,2.378780000000000000,2.23481000000000000
2019-02-12,1.01815654,2.417270000000000000,2.381010000000000000,2.23717000000000000
2019-02-13,1.01822414,2.416600000000000000,2.383130000000000000,2.23941000000000000
2019-02-14,1.01829145,2.415930000000000000,2.384250000000000000,2.24211000000000000
2019-02-15,1.01835906,2.413600000000000000,2.385710000000000000,2.24486000000000000
2019-02-18,#N/A,#N/A,#N/A,#N/A
2019-02-19,1.01863401,2.414930000000000000,2.394190000000000000,2.25677000000000000
2019-02-20,1.01870192,2.414260000000000000,2.396650000000000000,2.25935000000000000
2019-02-21,1.01876955,2.413260000000000000,2.399000000000000000,2.26183000000000000
2019-02-22,1.01883719,2.412590000000000000,2.400790000000000000,2.26430000000000000
2019-02-25,1.01904096,2.412250000000000000,2.406820000000000000,2.27188000000000000
2019-02-26,1.01910833,2.411590000000000000,2.408950000000000000,2.27441000000000000
2019-02-27,1.01917570,2.410920000000000000,2.411070000000000000,2.27694000000000000
2019-02-28,1.01924280,2.410260000000000000,2.412520000000000000,2.27919000000000000
2019-03-01,1.01931584,2.416270000000000000,2.415880000000000000,2.28261000000000000
2019-03-04,1.01951801,2.406240000000000000,2.419790000000000000,2.28964000000000000
2019-03-05,1.01958541,2.403240000000000000,2.421020000000000000,2.29205000000000000
2019-03-06,1.01965281,2.400240000000000000,2.422250000000000000,2.29452000000000000
2019-03-07,1.01972022,2.399570000000000000,2.422700000000000000,2.29700000000000000
2019-03-08,1.01978764,2.398900000000000000,2.423590000000000000,2.29947000000000000
2019-03-11,1.01999075,2.400230000000000000,2.427500000000000000,2.30705000000000000
2019-03-12,1.02005818,2.400570000000000000,2.429630000000000000,2.30953000000000000
2019-03-13,1.02012590,2.401240000000000000,2.431750000000000000,2.31206000000000000
2019-03-14,1.02019391,2.401240000000000000,2.433870000000000000,2.31459000000000000
2019-03-15,1.02026249,2.402240000000000000,2.436230000000000000,2.31723000000000000
2019-03-18,1.02047164,2.408250000000000000,2.443490000000000000,2.32560000000000000
2019-03-19,1.02053996,2.407600000000000000,2.444490000000000000,2.32835000000000000
2019-03-20,1.02060856,2.407270000000000000,2.445830000000000000,2.33116000000000000
2019-03-21,1.02067859,2.408600000000000000,2.446500000000000000,2.33425000000000000
2019-03-22,1.02074776,2.409940000000000000,2.446960000000000000,2.33718000000000000
2019-03-25,1.02095191,2.410600000000000000,2.446840000000000000,2.34504000000000000
2019-03-26,1.02101998,2.410610000000000000,2.446730000000000000,2.34774000000000000
2019-03-27,1.02108805,2.410610000000000000,2.446280000000000000,2.34909000000000000
2019-03-28,1.02115612,2.411270000000000000,2.445840000000000000,2.34993000000000000
2019-03-29,1.02122505,2.412940000000000000,2.445500000000000000,2.35095000000000000
2019-04-01,1.02145057,2.433640000000000000,2.445840000000000000,2.35814000000000000
2019-04-02,1.02152037,2.436320000000000000,2.439800000000000000,2.35960000000000000
2019-04-03,1.02159017,2.438990000000000000,2.432090000000000000,2.36117000000000000
2019-04-04,1.02166026,2.442000000000000000,2.429520000000000000,2.36292000000000000
2019-04-05,1.02173008,2.444670000000000000,2.429630000000000000,2.36460000000000000
2019-04-08,1.02193953,2.452340000000000000,2.430410000000000000,2.36972000000000000
2019-04-09,1.02200936,2.454690000000000000,2.430860000000000000,2.37146000000000000
2019-04-10,1.02207892,2.456690000000000000,2.430860000000000000,2.37303000000000000
2019-04-11,1.02214847,2.459030000000000000,2.431080000000000000,2.37455000000000000
2019-04-12,1.02221775,2.460700000000000000,2.431420000000000000,2.37602000000000000
2019-04-15,1.02242560,2.462030000000000000,2.432540000000000000,2.38023000000000000
2019-04-16,1.02249575,2.462370000000000000,2.432650000000000000,2.38186000000000000
2019-04-17,1.02256591,2.462700000000000000,2.433090000000000000,2.38343000000000000
2019-04-18,1.02263692,2.465710000000000000,2.434100000000000000,2.38518000000000000
2019-04-19,#N/A,#N/A,#N/A,#N/A
2019-04-22,1.02292099,2.474700000000000000,2.437680000000000000,2.39231000000000000
2019-04-23,1.02299089,2.476710000000000000,2.438240000000000000,2.39389000000000000
2019-04-24,1.02306079,2.478720000000000000,2.438910000000000000,2.39540000000000000
2019-04-25,1.02313013,2.480050000000000000,2.439240000000000000,2.39681000000000000
2019-04-26,1.02319976,2.481720000000000000,2.439800000000000000,2.39827000000000000
2019-04-29,1.02340952,2.478380000000000000,2.441920000000000000,2.40294000000000000
2019-04-30,1.02348002,2.472710000000000000,2.442820000000000000,2.40440000000000000
2019-05-01,1.02355848,2.476380000000000000,2.446950000000000000,2.40743000000000000
2019-05-02,1.02363070,2.479050000000000000,2.446510000000000000,2.40907000000000000
2019-05-03,1.02370179,2.480390000000000000,2.446850000000000000,2.41047000000000000
2019-05-06,1.02390909,2.477040000000000000,2.446280000000000000,2.41373000000000000
2019-05-07,1.02397792,2.475710000000000000,2.446510000000000000,2.41508000000000000
2019-05-08,1.02404732,2.475050000000000000,2.447180000000000000,2.41637000000000000
2019-05-09,1.02411644,2.474040000000000000,2.447740000000000000,2.41767000000000000
2019-05-10,1.02418500,2.472710000000000000,2.448190000000000000,2.41885000000000000
2019-05-13,1.02438984,2.468360000000000000,2.448860000000000000,2.42222000000000000
2019-05-14,1.02445756,2.466360000000000000,2.448740000000000000,2.42323000000000000
2019-05-15,1.02452558,2.464690000000000000,2.448860000000000000,2.42385000000000000
2019-05-16,1.02459615,2.465030000000000000,2.449860000000000000,2.42509000000000000
2019-05-17,1.02466531,2.463690000000000000,2.449870000000000000,2.42605000000000000
2019-05-20,1.02487195,2.455690000000000000,2.449530000000000000,2.42919000000000000
2019-05-21,1.02493999,2.452020000000000000,2.449420000000000000,2.43037000000000000
2019-05-22,1.02500775,2.448010000000000000,2.449310000000000000,2.43150000000000000
2019-05-23,1.02507523,2.445010000000000000,2.449080000000000000,2.43229000000000000
2019-05-24,1.02514272,2.442000000000000000,2.448750000000000000,2.43308000000000000
2019-05-27,#N/A,#N/A,#N/A,#N/A
2019-05-28,1.02541267,2.430960000000000000,2.447850000000000000,2.43684000000000000
2019-05-29,1.02548132,2.429290000000000000,2.448300000000000000,2.43779000000000000
2019-05-30,1.02554968,2.426620000000000000,2.446280000000000000,2.43847000000000000
2019-05-31,1.02561805,2.414600000000000000,2.446510000000000000,2.43915000000000000
