FreqDailyobsdate,SOFRINDEX,SOFR30DAYAVG,SOFR90DAYAVG,SOFR180DAYAVG
2018-10-24,1.01082989,2.163150000000000000,2.007460000000000000,1.92168000000000000
2018-10-25,1.01089110,2.170830000000000000,2.010590000000000000,1.92426000000000000
2018-10-26,1.01095259,2.179510000000000000,2.014050000000000000,1.92690000000000000
2018-10-29,1.01113709,2.187520000000000000,2.024440000000000000,1.93430000000000000
2018-10-30,1.01119832,2.185190000000000000,2.027230000000000000,1.93671000000000000
2018-10-31,1.01125956,2.182850000000000000,2.030580000000000000,1.93918000000000000
2018-11-01,1.01132192,2.182850000000000000,2.034040000000000000,1.94199000000000000
2018-11-02,1.01138428,2.183520000000000000,2.038060000000000000,1.94479000000000000
2018-11-05,1.01157392,2.190530000000000000,2.051120000000000000,1.95377000000000000
2018-11-06,1.01163686,2.193210000000000000,2.055260000000000000,1.95668000000000000
2018-11-07,1.01169924,2.195220000000000000,2.059050000000000000,1.95943000000000000
2018-11-08,1.01176051,2.195890000000000000,2.062070000000000000,1.96196000000000000
2018-11-09,1.01182262,2.197890000000000000,2.065530000000000000,1.96465000000000000
2018-11-12,#N/A,#N/A,#N/A,#N/A
2018-11-13,1.01206995,2.201880000000000000,2.078480000000000000,1.97463000000000000
2018-11-14,1.01213180,2.202550000000000000,2.080940000000000000,1.97721000000000000
2018-11-15,1.01219365,2.202220000000000000,2.083280000000000000,1.97985000000000000
2018-11-16,1.01225776,2.205560000000000000,2.087530000000000000,1.98293000000000000
2018-11-19,1.01244840,2.212900000000000000,2.099590000000000000,1.99253000000000000
2018-11-20,1.01251140,2.214570000000000000,2.103380000000000000,1.99572000000000000
2018-11-21,1.01257327,2.214910000000000000,2.106730000000000000,1.99831000000000000
2018-11-22,#N/A,#N/A,#N/A,#N/A
2018-11-23,1.01269591,2.215230000000000000,2.111980000000000000,2.00336000000000000
2018-11-26,1.01288410,2.219570000000000000,2.121360000000000000,2.01183000000000000
2018-11-27,1.01294600,2.219910000000000000,2.124160000000000000,2.01452000000000000
2018-11-28,1.01300762,2.219910000000000000,2.127060000000000000,2.01665000000000000
2018-11-29,1.01306925,2.220240000000000000,2.129960000000000000,2.01879000000000000
2018-11-30,1.01313228,2.222250000000000000,2.132980000000000000,2.02120000000000000
2018-12-03,1.01332478,2.227250000000000000,2.143370000000000000,2.02950000000000000
2018-12-04,1.01338755,2.226590000000000000,2.146500000000000000,2.03231000000000000
2018-12-05,#N/A,#N/A,#N/A,#N/A
2018-12-06,1.01351535,2.228250000000000000,2.153760000000000000,2.03871000000000000
2018-12-07,1.01358122,2.232260000000000000,2.158230000000000000,2.04235000000000000
2018-12-10,1.01377549,2.242610000000000000,2.170290000000000000,2.05273000000000000
2018-12-11,1.01383801,2.243290000000000000,2.173420000000000000,2.05560000000000000
2018-12-12,1.01389968,2.242960000000000000,2.176210000000000000,2.05722000000000000
2018-12-13,1.01396165,2.242960000000000000,2.179110000000000000,2.05885000000000000
